Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25986,70679.03,23831.99,4,Furniture,Bookcases,cod
B-26029,2137.65,229.73,7,Clothing,T-Shirt,EMI
B-26077,69699.32,2480.23,6,furniture ,Chairs,Debit Card
B-25710,18342.24,-474.82,1,,Furnishings,Debit Card
B-25794,4113.3,1309.28,4,,Hankerchief,EMI
B-25762,5306.3,,2,Clothing,T-Shirt,Credit Card
B-25940,7268.34,2433.47,1,Electronic,Printers,Credit Card
B-25901,5473.03,308.57,6,Clothing ,Kurti,EMI
B-26064,53209.06,-2361.64,4,Electronic,Electronic Games,
B-25857,16186.45,162.35,8,furniture ,Chairs,EMI
,106557.63,-8295.02,9,electronics,Phones,COD
B-25811,85940.63,21216.33,7,Furniture,Tables,Credit Card
B-25965,37376.39,-1883.48,6,Electronics,,Debit Card
B-25969,5621.04,-18.81,9,Clothing ,Trousers,Credit Card
B-26061,23593.98,4714.54,2,electronics,Electronic Games,Debit Card
B-25900,2007.16,-131.39,2,Furniture,Bookcases,Debit Card
B-25946,22085.97,5448.54,2,Furniture,Chairs,COD
,4414.66,-327.18,8,CLOTHING,Kurti,UPI
B-25610,836.53,170.17,1,Clothing ,Trouser,UPI
B-25834,52702.8,-2212.51,4,Furniture,Furnishings,Debit Card
B-26015,8952.43,672.57,1,electronics,Phones,EMI
B-26041,9663.84,-948.61,1,Electronic,Electronic Games,cod
B-25868,,108.49,3,Furniture,Furnishings,EMI
B-25978,2242.57,-280.34,3,CLOTHING,Hankerchief,Debit Card
B-26065,13432.45,1691.66,1,electronics,Printers,UPI
B-25614,,33192.91,7,Furniture,Tables,UPI
B-25883,30472.78,-143.41,2,Furniture,Furnishings,cod
B-25852,989.62,326.49,1,Clothing,Sarees,COD
B-25801,20132.31,3069.71,5,furniture ,Bookcases,COD
B-26073,14669.43,450.38,9,Clothing,Tshirt,Debit Card
B-25914,18341.96,-2344.21,5,Electronics,Printers,cod
B-25906,8115.98,2307.18,1,electronics,Electronic Games,Debit Card
B-25822,10909.21,2127.32,6,Clothing ,trousers,UPI
B-25645,3988.5,774.77,5,CLOTHING,Kurti,Credit Card
B-25947,124449.62,,8,furniture ,Furnishings,Credit Card
,70829.1,9102.97,4,Furniture,Chairs,Credit Card
B-26095,77811.47,22743.78,9,furniture ,Bookcases,cod
B-25712,79762.44,8063.78,4,furniture ,Tables,UPI
B-25994,,,4,furniture ,Tables,Debit Card
B-26097,19048.09,-1551.57,1,Furniture,Bookcases,COD
B-26100,7985.43,-829.81,5,electronics,Phones,cod
B-25996,91399.34,2820.14,9,Furniture,Chairs,COD
,79282.01,-10335.62,9,electronics,Accessories,COD
B-25680,8848.68,,3,Electronics,Printers,COD
B-25777,56644.6,-32.97,6,electronics,Accessories,COD
B-25887,23572.09,1147.74,4,Electronic,Phones,COD
B-26007,89161.48,28588.4,6,electronics,Phones,Debit Card
B-25782,14950.51,-750.95,5,CLOTHING,Hankerchief,
B-26028,54839.87,5192.69,5,Electronic,Accessories,cod
B-25619,52419.54,-1392.37,9,Furniture,Chairs,
B-25830,2305.55,778.83,3,Clothing,Hankerchief,Credit Card
B-26015,45099.98,8571.52,5,Electronics,Electronic Games,Credit Card
B-25854,1291.72,-48.69,2,Clothing ,Hankerchief,EMI
B-26019,,3686.52,3,Furniture,Furnishings,UPI
B-26056,10589.16,1763.48,8,CLOTHING,Sarees,EMI
B-25664,523.81,131.5,1,Clothing ,Trousers,UPI
B-26072,26124.21,3229.44,8,electronics,Printers,Debit Card
,7102.75,25.63,9,,Trouser,cod
B-25877,7892.75,59.94,4,Clothing,Sarees,COD
B-26081,81910.4,12911.28,7,Electronic,Printers,Debit Card
B-25893,10814.79,,4,CLOTHING,T Shirt,UPI
B-25660,14318.41,,1,furniture ,Chairs,COD
B-25899,62220.92,15195.82,4,Furniture,Furnishings,UPI
B-25912,76470.73,6613.62,8,furniture ,Bookcases,UPI
B-25824,139000.31,43576.66,7,Furniture,Tables,Debit Card
B-25684,75717.55,6153.37,8,Electronic,Printers,cod
B-26044,10330.79,1716.93,5 units,CLOTHING,Tshirt,cod
B-25790,24359.68,3638.29,2,Furniture,Tables,Credit Card
B-25708,31328.16,4757.52,9,electronics,Phones,cod
B-25697,17986.49,4747.9,8,Clothing,Trousers,EMI
,28993.78,8558.74,2 units,Electronics,Phones,Debit Card
,22100.41,-1927.54,4,electronics,Printers,Debit Card
B-25972,14794.04,-450.04,7,Clothing,Trouser,UPI
,51376.74,13375.84,9,Electronic,Phones,UPI
B-25668,22960.34,-1551.73,2,furniture ,Chairs,Debit Card
B-25757,25301.2,-1401.41,9,Clothing ,Hankerchief,Debit Card
,19857.41,3122.44,4,,Phones,Debit Card
B-25730,9245.71,412.8,1,Electronic,Accessories,Credit Card
B-25646,22587.66,4033.15,8,Clothing,trousers,Credit Card
B-25910,42848.1,9503.58,3,electronics,Printers,Debit Card
B-25785,54240.71,-628.44,4,electronics,Accessories,cod
B-25869,,-6696.21,7,Furniture,Furnishings,UPI
B-25673,13695.54,3536.09,2,furniture ,Bookcases,EMI
B-25688,10899.96,-303.27,9,Clothing ,Sarees,cod
B-25753,113748.57,-14287.75,8,Furniture,Chairs,EMI
B-26094,6493.67,1572.14,3,electronics,Accessories,Credit Card
B-25967,61935.49,4797.49,4 units,Furniture,Chairs,COD
B-25851,1097.7,44.97,1,Clothing ,T-Shirt,EMI
B-25750,20833.09,3642.11,7,Clothing ,Trousers,Debit Card
B-25942,2637.06,695.55,1,Clothing,Tshirt,Debit Card
B-25950,14531.11,,3,Electronics,Printers,UPI
B-25998,3701.24,-160.28,1,Furniture,Tables,COD
B-26051,159415.97,41879.82,8,furniture ,Furnishings,UPI
B-26057,81419.34,16898.59,5,Furniture,Chairs,COD
B-25872,30411.64,2055.53,3,furniture ,Bookcases,COD
,99538.34,12597.17,8,Electronics,Printers,Credit Card
B-25828,35294.8,1606.67,3,Furniture,Tables,COD
B-26098,98052.82,13070.7,7,Electronics,Printers,cod
B-26079,89922.55,13501.04,7,furniture ,Furnishings,Credit Card
B-25904,94209.96,-761.76,8,Furniture,Tables,cod
B-25928,4725.05,259.0,2,Furniture,Furnishings,UPI
,5844.21,-676.61,2,Clothing ,Kurti,EMI
B-25997,5857.58,1196.38,9,Clothing ,Hankerchief,COD
,4123.0,1325.67,6,Clothing ,Trousers,Credit Card
B-25611,17846.14,98.0,9,Clothing,T Shirt,Debit Card
B-25795,6346.85,-624.18,7,CLOTHING,Hankerchief,COD
B-25783,2296.57,652.54,6,CLOTHING,Kurti,COD
B-25691,27604.47,9317.44,2,Electronics,Accessories,Credit Card
B-25819,17462.59,2769.18,3,electronics,Electronic Games,cod
B-26016,55428.44,-5747.22,6,Furniture,Furnishings,COD
B-25751,1699.3,-33.79,1,clothing,Kurti,COD
B-25869,74786.37,2747.0,6,Electronics,Electronic Games,UPI
B-26009,,448.57,1,furniture ,Furnishings,
B-25794,19802.48,-932.29,8,clothing,Hankerchief,Credit Card
B-26064,51550.97,12955.8,8,Furniture,Tables,UPI
B-25917,1352.66,250.88,1,Clothing ,trousers,UPI
B-25971,3819.01,,8,Clothing ,Hankerchief,Debit Card
B-25932,14050.66,4215.78,6,Clothing ,Hankerchief,cod
B-26043,55493.55,-1158.95,9,Electronic,Accessories,cod
B-25823,22669.9,7721.78,9,Clothing ,Saree,cod
B-25612,25915.56,2511.16,3,Electronic,Phones,Debit Card
B-25719,19827.96,-1575.51,8,CLOTHING,trousers,EMI
B-25787,104146.16,3793.45,8,furniture ,Furnishings,Debit Card
B-25654,2007.75,48.52,2,CLOTHING,Sarees,EMI
B-25878,87528.64,14198.26,7,Electronic,Phones,cod
,762.12,-69.63,2,CLOTHING,Kurti,EMI
B-25985,8244.95,-1051.6,6,clothing,Tshirt,Debit Card
B-25964,66132.78,-2786.15,9,Electronics,Phones,COD
B-26030,14915.86,4338.0,1,Furniture,Tables,cod
B-25995,17635.93,4468.01,3,Electronics,Printers,
B-26089,22557.23,4268.96,8,clothing,Hankerchief,cod
B-26000,10626.78,463.53,1,Furniture,Chairs,cod
B-25914,891.49,17.32,1,CLOTHING,Trouser,cod
,5052.15,607.01,2,Clothing ,Kurti,UPI
B-25934,62788.96,21351.67,4,Furniture,Bookcases,UPI
B-25933,99511.51,12209.12,5,Furniture,Furnishings,COD
B-25971,4934.8,,1,Furniture,Chairs,COD
B-25713,53468.47,4497.55,7,furniture ,Tables,Credit Card
B-25855,6677.52,1255.31,9,clothing,Hankerchief,COD
B-25799,1617.09,-52.91,2,Clothing ,Trouser,Credit Card
B-25841,57833.98,,7,electronics,Electronic Games,cod
B-25835,9726.99,777.19,7,electronics,,UPI
B-25917,2524.23,-376.66,1,CLOTHING,Saree,COD
B-25700,44641.3,8788.03,3,furniture ,Bookcases,UPI
B-25625,1373.44,257.99,1,Clothing,Hankerchief,UPI
B-25952,4397.48,-246.6,5,CLOTHING,Trousers,Debit Card
B-25722,2560.52,57.86,2,CLOTHING,Trouser,COD
B-25863,219588.80000000002,-1924.54,3,Electronics,Printers,COD
B-25819,2328.7,396.07,1,Furniture,Tables,UPI
B-25792,13170.57,,9,Clothing,Hankerchief,Credit Card
,33563.52,6871.1,4,Electronics,Electronic Games,Debit Card
B-26032,6135.13,834.11,6,CLOTHING,Trousers,cod
B-26067,103848.3,-4169.16,8,Furniture,Bookcases,Debit Card
B-25602,2742.96,578.76,4,Clothing,Saree,cod
B-25758,86523.65,8975.43,7,Electronic,Phones,Debit Card
,19476.86,-2411.32,9,Clothing,Trousers,EMI
B-26079,1993.79,157.83,1,CLOTHING,Saree,EMI
B-25803,55739.38,2680.3,7,furniture ,Chairs,EMI
B-25810,7680.76,2372.4,7,CLOTHING,T-Shirt,Credit Card
B-25657,40761.05,10729.48,3,Electronic,Printers,EMI
B-25943,9911.16,-1191.96,4,Clothing ,T Shirt,Credit Card
B-26073,2365.93,263.52,1,clothing,Hankerchief,COD
B-25674,67146.0,16271.77,9,electronics,Phones,
B-26083,62790.01,-5544.33,4,Furniture,Bookcases,Credit Card
B-25616,19036.13,-685.92,7,CLOTHING,Hankerchief,cod
B-25918,87703.14,25065.46,7,Electronic,Accessories,Credit Card
B-25993,70932.14,15006.7,9,furniture ,,EMI
B-25711,21503.23,7263.16,6,electronics,Printers,Credit Card
B-25874,172581.1,-19936.74,9,Furniture,Bookcases,EMI
,3610.28,670.2,5,clothing,T-Shirt,Credit Card
B-25644,5642.62,-471.88,4,Clothing ,Sarees,UPI
B-25751,68064.83,20246.61,6,Electronic,Phones,EMI
B-25693,4025.09,417.83,5,Clothing,Hankerchief,cod
B-25755,16629.7,2209.52,3,Electronic,Accessories,UPI
B-25655,97203.79,-5956.67,8,Electronic,Phones,Debit Card
B-25770,15081.33,2650.69,4,,Electronic Games,Credit Card
B-25696,22195.16,-1318.03,2,Electronic,Electronic Games,Credit Card
B-25706,50498.76,16343.5,8,electronics,Printers,Debit Card
B-25921,120389.1,12168.55,9,Electronic,Electronic Games,Credit Card
B-25767,1166.01,-58.09,1,CLOTHING,Kurti,COD
B-26010,116350.33,-12974.26,8,electronics,Accessories,Credit Card
B-25718,49824.09,-4996.33,5,Electronic,Electronic Games,Credit Card
B-25672,55143.76,2146.49,5,electronics,Accessories,Debit Card
B-25798,34754.89,-1705.54,7,Electronics,Electronic Games,cod
,50029.54,9131.79,7,Furniture,Tables,
B-25631,6054.29,2055.11,3,Clothing,T Shirt,cod
B-25698,36121.79,2744.33,4,Electronic,Electronic Games,UPI
B-25778,97000.46,24969.14,8,Electronics,Electronic Games,Debit Card
B-25746,15849.07,,4,Electronics,Electronic Games,
B-26038,20756.88,7075.06,9,Clothing ,Tshirt,EMI
B-25908,26009.62,,9,Electronic,Electronic Games,EMI
B-25630,,15931.78,5,Furniture,Furnishings,EMI
B-25786,59102.66,15839.46,6,furniture ,Chairs,UPI
B-25873,2406.58,-89.98,1,Clothing,Tshirt,EMI
B-26062,,4218.03,6,clothing,Sarees,EMI
B-26002,92011.48,4442.02,8,Furniture,Bookcases,UPI
B-25984,31700.42,-4748.04,5,Electronic,Accessories,UPI
B-25720,18372.63,-846.19,7,Furniture,Furnishings,cod
B-25903,118394.38,23897.08,9,electronics,Electronic Games,Debit Card
B-26005,30819.87,3834.9,3,Electronic,Electronic Games,EMI
B-25784,14135.29,-1912.54,8,clothing,trousers,EMI
B-25610,55799.15,9794.9,3,Furniture,Tables,Credit Card
B-25965,54681.87,14307.77,4,Furniture,Furnishings,COD
B-26091,22682.32,-1532.36,8,Clothing,Saree,UPI
B-25843,16121.72,4116.57,4,electronics,Phones,Credit Card
B-25880,130739.98,-18170.56,9,Electronic,Electronic Games,Credit Card
B-26038,24310.62,8474.47,2,Electronics,Printers,UPI
B-25849,45037.98,1199.17,3,Furniture,Furnishings,EMI
B-26021,41501.46,13203.29,6,electronics,Accessories,Credit Card
B-25875,6039.63,-152.36,6,CLOTHING,T Shirt,EMI
B-25627,38944.77,,7,Electronic,Electronic Games,EMI
B-25859,92529.55,-6437.83,7,Electronic,Electronic Games,Credit Card
B-25892,90329.26,888.25,6,Furniture,Chairs,UPI
B-25742,78752.34,19322.8,7,furniture ,Furnishings,cod
B-25925,14053.58,3227.76,2,Electronic,Accessories,EMI
B-25853,20024.77,-1862.74,2,Furniture,Bookcases,cod
B-25745,18776.27,-2463.48,7,furniture ,Furnishings,EMI
B-25818,26851.98,-2877.75,6,Electronic,Printers,Credit Card
B-25902,6065.3,2020.48,4,Furniture,Chairs,cod
,46779.43,-2931.97,7,Electronic,Accessories,Credit Card
B-25725,39688.24,11917.83,6,Electronic,Printers,
B-25870,81033.42,13620.8,9,Furniture,Bookcases,Debit Card
B-25830,21442.48,241.53,6,Electronics,Phones,EMI
B-26003,44927.32,12836.05,9,Electronics,Accessories,Debit Card
B-25775,5688.12,1926.76,1,Electronic,Phones,EMI
B-25633,59340.4,13902.09,5,,Bookcases,COD
B-26036,7546.85,-1081.59,3,Clothing,T Shirt,EMI
B-26008,35263.43,11825.18,8,Furniture,Bookcases,COD
B-25944,47927.96,-6731.1,5,Electronics,Phones,cod
B-25945,21325.6,-6.44,6,Furniture,Chairs,Debit Card
B-25871,21401.65,-2951.38,4,Electronic,Printers,EMI
B-25637,6912.64,-158.43,8,Clothing,trousers,UPI
B-25682,67289.47,7121.14,9,electronics,Phones,cod
B-26059,93268.98,,7,furniture ,Chairs,Credit Card
B-26089,56906.59,5870.78,6,Electronic,Accessories,Credit Card
B-25623,14220.44,3970.05,1,Furniture,Tables,cod
B-25739,7719.9,,7,Clothing ,Hankerchief,COD
B-26062,37009.69,5240.4,2,furniture ,Furnishings,cod
B-25923,89239.9,17619.63,6,Electronic,Phones,EMI
B-26071,8477.42,-533.05,8,furniture ,Tables,Credit Card
B-25678,80811.98,16068.15,9,Electronic,Printers,UPI
B-25648,68798.1,-876.13,5,clothing,Hankerchief,cod
B-26087,49300.59,11078.48,7,furniture ,Furnishings,COD
B-25665,2085.91,-49.03,5,Clothing ,Sarees,Credit Card
B-25975,44949.79,-5379.84,4,Furniture,Bookcases,COD
B-25844,21178.53,-2095.09,6,Furniture,Bookcases,COD
B-25947,2311.56,-340.19,1,Furniture,Chairs,UPI
B-25894,5036.84,489.11,2,Clothing,Sarees,EMI
B-25924,2781.05,781.12,2,Clothing,Trousers,Debit Card
B-25979,19190.32,2135.3,3,Electronic,Printers,UPI
,54567.76,5476.17,4,Furniture,Bookcases,Credit Card
B-25996,29253.73,7030.14,7,Furniture,Bookcases,EMI
B-25943,5567.27,33.12,1,Furniture,Furnishings,cod
B-26090,11129.33,-121.7,9,Clothing ,Trousers,UPI
B-25601,31711.17,-3835.73,8,Furniture,Bookcases,EMI
,74249.22,17813.16,5,Furniture,Bookcases,Credit Card
B-26065,2342.32,790.93,-5,CLOTHING,Kurti,cod
B-25952,92183.31,31295.36,7,Furniture,Furnishings,Credit Card
B-25973,,662.51,7,CLOTHING,Kurti,Credit Card
B-25668,2323.52,351.76,6,Clothing ,Trouser,Debit Card
B-25970,73129.1,-10106.63,5,electronics,Accessories,COD
B-25953,46809.96,-4213.98,4,furniture ,Tables,EMI
B-25661,3460.29,128.5,2,Electronics,Phones,EMI
B-25806,8136.02,383.88,2,Electronics,Electronic Games,COD
B-25694,12043.53,-876.99,1,Furniture,Bookcases,EMI
B-25829,614.19,177.49,1,Clothing ,Kurti,UPI
B-25672,11864.06,1816.24,5,Electronics,,Debit Card
B-25610,9899.45,610.8,9,clothing,Trouser,COD
B-25687,22596.05,2028.92,4,Electronic,Printers,COD
B-25930,58377.46,19773.97,4,Electronic,Phones,cod
B-25800,16223.28,-2291.41,2,furniture ,Bookcases,cod
B-25873,59323.39,5827.37,4,furniture ,Furnishings,Debit Card
,89028.69,4001.83,6,Electronic,Electronic Games,COD
,2446.46,-175.15,5,Clothing,Kurti,UPI
B-26000,67763.8,-9777.71,4,furniture ,Tables,UPI
B-25729,1430.68,-181.01,1,Clothing,Saree,COD
B-25784,11590.66,3985.16,8,Clothing,Trouser,UPI
B-25812,144803.51,3867.8,8,furniture ,Tables,COD
B-25721,19831.97,5130.96,3,electronics,Accessories,Credit Card
B-25658,2738.01,-119.48,5,clothing,T Shirt,Credit Card
B-25999,74070.39,9705.92,5,Furniture,Furnishings,COD
B-25650,91641.68,22953.92,7,Furniture,Tables,UPI
B-25976,5595.97,561.29,1,Furniture,Bookcases,UPI
B-25639,2975.28,-438.58,3,Clothing,Trouser,Debit Card
B-26039,2682.9,-310.26,3 units,clothing,Hankerchief,cod
,9614.36,2643.75,9,clothing,Kurti,cod
B-25985,9125.58,2821.75,7,,Kurti,cod
B-25615,53482.13,15597.54,6,Furniture,Furnishings,EMI
B-25926,98913.95,10469.12,9,furniture ,Chairs,EMI
B-26082,1883.45,38.06,2,Electronics,Accessories,UPI
B-25749,79925.31,24126.41,6,Electronic,Electronic Games,COD
B-26075,51081.62,9237.27,6,electronics,Printers,Debit Card
B-25765,12060.76,3256.09,7,Clothing ,trousers,Debit Card
B-25788,38190.14,10898.51,5,electronics,Printers,EMI
B-25881,16733.83,2082.01,2,electronics,Accessories,UPI
B-25647,62015.7,15718.28,4,Furniture,Bookcases,UPI
B-25769,14296.31,4771.47,3,Electronics,Accessories,UPI
B-25735,11361.74,3506.88,6,CLOTHING,Kurti,Credit Card
B-25947,4254.84,-607.77,2,CLOTHING,Kurti,COD
B-25645,2768.34,344.97,1,Electronics,Accessories,Credit Card
B-25797,16796.73,358.22,9,CLOTHING,Hankerchief,EMI
B-25897,2355.56,-147.36,2,clothing,Sarees,COD
B-25751,31776.9,8195.79,3,electronics,Accessories,COD
B-25655,134111.77,-11554.42,9,Furniture,Tables,EMI
,19760.78,2531.26,7,,Sarees,Debit Card
,89614.49,22962.54,6,electronics,Accessories,cod
,35175.76,,4,Electronics,Accessories,Credit Card
B-25728,51874.94,8639.72,9,furniture ,Chairs,EMI
B-25743,3408.91,200.28,2,Clothing,Kurti,Credit Card
B-25628,150216.52,36453.09,8,Furniture,Furnishings,Credit Card
B-26074,6642.66,889.21,8,Clothing,Trouser,Credit Card
